,x,y
0,0.0,0.0
1,0.02040816326530612,0.02290660163290979
2,0.04081632653061224,0.050803835206106845
3,0.061224489795918366,0.08367296633483098
4,0.08163265306122448,0.12148277104448182
5,0.1020408163265306,0.16418953577061896
6,0.12244897959183673,0.21173705735896176
7,0.14285714285714285,0.2640566430653894
8,0.16326530612244897,0.32106711055594106
9,0.18367346938775508,0.3826747879068158
10,0.2040816326530612,0.44877351360437234
11,0.22448979591836732,0.5192446365451295
12,0.24489795918367346,0.593957016035766
13,0.26530612244897955,0.6727670217931198
14,0.2857142857142857,0.7555185339441899
15,0.3061224489795918,0.8420429430261337
16,0.32653061224489793,0.9321591499862699
17,0.3469387755102041,1.0256735661820762
18,0.36734693877551017,1.1223801133811901
19,0.3877551020408163,1.22206022376141
20,0.4081632653061224,1.3244828399106923
21,0.42857142857142855,1.4294044148271552
22,0.44897959183673464,1.5365689119190755
23,0.4693877551020408,1.6457078050048906
24,0.4897959183673469,1.7565400783131975
25,0.5102040816326531,1.868772226482753
26,0.5306122448979591,1.9820982545624728
27,0.5510204081632653,2.0961996780114345
28,0.5714285714285714,2.2107455226988755
29,0.5918367346938775,2.32539232490419
30,0.6122448979591836,2.439784131316935
31,0.6326530612244897,2.553552499036827
32,0.6530612244897959,2.666316495573741
33,0.673469387755102,2.777682698847714
34,0.6938775510204082,2.88724519718894
35,0.7142857142857142,2.9945855893377757
36,0.7346938775510203,3.0992729844447355
37,0.7551020408163265,3.2008640020704964
38,0.7755102040816326,3.298902772185892
39,0.7959183673469387,3.392920935171916
40,0.8163265306122448,3.4824376418197263
41,0.836734693877551,3.5669595533306353
42,0.8571428571428571,3.645980841316118
43,0.8775510204081632,3.7189831877978095
44,0.8979591836734693,3.785435785207503
45,0.9183673469387754,3.8447953363871528
46,0.9387755102040816,3.8965060545888743
47,0.9591836734693877,3.939999663474941
48,0.9795918367346939,3.9746953971177845
49,1.0,4.0
